"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"7642","Pascoe Vale","30 Stennis St",3,"h",770000,"S","Brad","3/12/2016",9.9,3044,3,1,0,464,146.861538586252,1970,"Moreland",-37.7301,144.9487
"7643","Pascoe Vale","23 Alexandra St",3,"h",780000,"S","Brad","4/03/2017",9.9,3044,3,1,1,446,115,1950,"Moreland",-37.7181,144.9422
"7644","Pascoe Vale","44a Austin Cr",4,"h",1276000,"S","Nelson","4/03/2017",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7645","Pascoe Vale","5/10 Dorset Rd",3,"u",6e+05,"S","Nelson","4/03/2017",9.9,3044,3,1,1,204,124,2008,"Moreland",-37.7234,144.9497
"7646","Pascoe Vale","3 Hazel Gr",3,"h",1465000,"S","Nelson","4/03/2017",9.9,3044,3,1,2,956,146.861538586252,1970,"Moreland",-37.7308,144.9397
"7647","Pascoe Vale","15 Joffre Rd",2,"h",1076960.67115367,"SP","Nelson","4/03/2017",9.9,3044,2,2,2,420,146.861538586252,1970,"Moreland",-37.7182,144.9393
"7648","Pascoe Vale","17 Kaumple St",3,"h",1076960.67115367,"SN","Nelson","4/03/2017",9.9,3044,3,1,1,409,146.861538586252,1970,"Moreland",-37.7257,144.944
"7649","Pascoe Vale","16 Stennis St",4,"h",955000,"S","Nelson","4/03/2017",9.9,3044,4,2,2,686,135,1950,"Moreland",-37.731,144.9486
"7650","Pascoe Vale","8 Wicklow St",3,"h",767000,"S","Brad","4/03/2017",9.9,3044,3,1,1,505,146.861538586252,1970,"Moreland",-37.7187,144.9432
"7651","Pascoe Vale","31 Zenith St",4,"h",1196000,"S","Nelson","4/03/2017",9.9,3044,4,2,2,559,281,1997,"Moreland",-37.7236,144.9347
"7652","Pascoe Vale","24 Alexandra St",3,"h",731000,"S","Brad","4/06/2016",9.9,3044,3,1,2,568,111,1960,"Moreland",-37.7178,144.9422
"7653","Pascoe Vale","16 Burgundy St",2,"h",555000,"S","Brad","6/08/2016",9.9,3044,2,1,2,336,146.861538586252,1970,"Moreland",-37.7323,144.9288
"7654","Pascoe Vale","2/22 Joffre Rd",3,"u",585000,"S","Jellis","6/08/2016",9.9,3044,3,1,1,180,98,2009,"Moreland",-37.718,144.94
"7655","Pascoe Vale","6/99 Kent Rd",2,"t",480000,"S","Ray","6/08/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7656","Pascoe Vale","2/58 Railway Pde",2,"t",480000,"PI","Nelson","6/08/2016",9.9,3044,2,1,1,113,94,1988,"Moreland",-37.7269,144.9274
"7657","Pascoe Vale","1/94 Railway Pde",4,"t",605000,"PI","Brad","6/08/2016",9.9,3044,4,2,1,215,157,1990,"Moreland",-37.7247,144.9257
"7658","Pascoe Vale","2/2 Bellevue Tce",2,"u",495000,"SP","Brad","7/05/2016",9.9,3044,3,1,2,205,146.861538586252,1970,"Moreland",-37.7317,144.9313
"7659","Pascoe Vale","2 Donnelly Ct",3,"h",738000,"SP","Brad","7/05/2016",9.9,3044,3,1,1,821,106,1974,"Moreland",-37.7153,144.9418
"7661","Pascoe Vale","1/4 Perkin Av",2,"h",517500,"S","Nelson","7/05/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7662","Pascoe Vale","5/19 Raeburn St",2,"u",452000,"S","hockingstuart","7/05/2016",9.9,3044,2,1,1,159,87,1990,"Moreland",-37.7291,144.9446
"7663","Pascoe Vale","3/30 Snell Gr",3,"h",522500,"S","Raine","7/05/2016",9.9,3044,3,1,1,192,121,2005,"Moreland",-37.7177,144.9321
"7664","Pascoe Vale","1/23 Stewart St",2,"h",601500,"S","hockingstuart","7/05/2016",9.9,3044,2,1,1,253,146.861538586252,2000,"Moreland",-37.7286,144.9249
"7665","Pascoe Vale","16 Fawkner Rd",3,"h",1305000,"S","Nelson","7/11/2016",9.9,3044,3,1,1,735,146.861538586252,1970,"Moreland",-37.7282,144.9304
"7666","Pascoe Vale","262 Gaffney St",3,"h",1076960.67115367,"SN","Barry","7/11/2016",9.9,3044,3,1,2,520,110,1965,"Moreland",-37.7322,144.9466
"7667","Pascoe Vale","60 Kent Rd",2,"h",741000,"S","Raine","7/11/2016",9.9,3044,2,1,2,520,300,2006,"Moreland",-37.7204,144.9446
"7668","Pascoe Vale","4/31 Pardy St",2,"u",1076960.67115367,"PI","Brad","7/11/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7669","Pascoe Vale","4/36 Sylvan Gr",2,"u",495000,"S","Brad","7/11/2016",9.9,3044,2,1,1,207,146.861538586252,1975,"Moreland",-37.7283,144.9417
"7671","Pascoe Vale","1c Hazel Gr",2,"t",530000,"SP","hockingstuart","8/10/2016",9.9,3044,2,1,1,156,98,2004,"Moreland",-37.7311,144.9395
"7672","Pascoe Vale","9 Kevin St",3,"h",815000,"S","Brad","8/10/2016",9.9,3044,2,1,1,438,94,1960,"Moreland",-37.7338,144.9441
"7673","Pascoe Vale","17 Rhodes Pde",4,"h",930000,"PI","Brad","8/10/2016",9.9,3044,4,1,3,746,146.861538586252,1970,"Moreland",-37.7161,144.931
"7675","Pascoe Vale","157 Cumberland Rd",4,"h",730000,"VB","Brad","10/09/2016",9.9,3044,4,1,3,683,146.861538586252,1970,"Moreland",-37.7251,144.9394
"7676","Pascoe Vale","34 Essex St",3,"h",775000,"S","Brad","10/09/2016",9.9,3044,3,1,1,406,103,1960,"Moreland",-37.7269,144.9447
"7677","Pascoe Vale","3/60 Austin Cr",2,"u",495000,"SP","Brad","10/12/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7678","Pascoe Vale","232 Boundary Rd",4,"h",990000,"S","Harcourts","10/12/2016",9.9,3044,4,2,2,770,146.861538586252,1970,"Moreland",-37.7166,144.9393
"7680","Pascoe Vale","2 Hazel Gr",2,"h",915000,"S","New","10/12/2016",9.9,3044,2,1,3,629,146.861538586252,1975,"Moreland",-37.7312,144.9399
"7681","Pascoe Vale","76 Pardy St",3,"h",1076960.67115367,"S","Melbourne","10/12/2016",9.9,3044,3,1,1,637,146.861538586252,1940,"Moreland",-37.7324,144.9298
"7682","Pascoe Vale","54 Railway Pde",3,"h",9e+05,"S","Brad","10/12/2016",9.9,3044,3,1,1,570,139,1950,"Moreland",-37.7273,144.9274
"7683","Pascoe Vale","4/18 Danin St",2,"t",476450,"S","Eview","11/02/2017",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7684","Pascoe Vale","344 Gaffney St",3,"h",810000,"S","Brad","11/02/2017",9.9,3044,3,1,1,470,146.861538586252,1970,"Moreland",-37.7315,144.9399
"7685","Pascoe Vale","9 Bendigo St",2,"h",920000,"S","Brad","11/03/2017",9.9,3044,2,1,2,650,146.861538586252,1970,"Moreland",-37.7238,144.9384
"7686","Pascoe Vale","3/210 Cumberland Rd",2,"t",590000,"S","Ray","12/11/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7687","Pascoe Vale","22 Derby St",3,"h",835000,"PI","Nelson","12/11/2016",9.9,3044,3,1,2,422,132,1950,"Moreland",-37.7337,144.9458
"7688","Pascoe Vale","1/5 Farringdon St",3,"t",790000,"S","Brad","12/11/2016",9.9,3044,3,3,1,291,175,2009,"Moreland",-37.7271,144.9261
"7689","Pascoe Vale","229 Sussex St",4,"h",810000,"VB","Nelson","12/11/2016",9.9,3044,4,2,1,455,147,1950,"Moreland",-37.7207,144.9511
"7690","Pascoe Vale","2/56 View St",3,"t",667500,"SP","Brad","12/11/2016",9.9,3044,3,2,2,167,146.861538586252,1970,"Moreland",-37.7228,144.928
"7691","Pascoe Vale","4/37 Arndt Rd",2,"t",5e+05,"VB","Brad","13/08/2016",9.9,3044,2,1,1,147,109,2012,"Moreland",-37.7209,144.93
"7692","Pascoe Vale","2/60 Bolingbroke St",2,"u",485000,"S","Brad","13/08/2016",9.9,3044,2,1,1,139,74,1975,"Moreland",-37.7315,144.9301
"7693","Pascoe Vale","68 Kent Rd",3,"h",1076960.67115367,"S","Nelson","13/08/2016",9.9,3044,3,1,2,486,146.861538586252,1970,"Moreland",-37.7203,144.9433
"7694","Pascoe Vale","1/30 Archibald St",2,"u",488000,"S","Nelson","14/05/2016",9.9,3044,3,1,2,219,84,2001,"Moreland",-37.7283,144.9331
"7695","Pascoe Vale","199 Cumberland Rd",3,"h",9e+05,"SP","Nelson","14/05/2016",9.9,3044,3,2,2,608,168,1940,"Moreland",-37.7182,144.9405
"7697","Pascoe Vale","20 Lyking St",3,"h",1076960.67115367,"SN","Barry","14/05/2016",9.9,3044,2,1,2,585,146.861538586252,1970,"Moreland",-37.7297,144.9475
"7698","Pascoe Vale","6 Merbein St",2,"h",680000,"PI","hockingstuart","14/05/2016",9.9,3044,2,1,2,590,95,1940,"Moreland",-37.717,144.9509
"7699","Pascoe Vale","8 Merbein St",3,"h",683500,"S","hockingstuart","14/05/2016",9.9,3044,3,1,2,590,146.861538586252,1970,"Moreland",-37.717,144.9507
"7701","Pascoe Vale","1/42 Danin St",2,"u",1076960.67115367,"SP","Nelson","15/10/2016",9.9,3044,2,1,1,202,146.861538586252,2005,"Moreland",-37.7233,144.9293
"7702","Pascoe Vale","2/6 Devon Rd",3,"t",590000,"PI","Nelson","15/10/2016",9.9,3044,3,2,2,191,142,2000,"Moreland",-37.7223,144.9315
"7703","Pascoe Vale","7 Dorothy St",3,"h",770000,"SP","Barry","15/10/2016",9.9,3044,3,1,3,464,124,1955,"Moreland",-37.7184,144.9488
"7704","Pascoe Vale","12 Northumberland Rd",3,"h",815000,"S","Nelson","15/10/2016",9.9,3044,3,1,2,628,146.861538586252,1970,"Moreland",-37.7295,144.9316
"7705","Pascoe Vale","27 Sefton St",3,"h",975000,"SP","Brad","15/10/2016",9.9,3044,3,1,3,686,151,1970,"Moreland",-37.7231,144.9252
"7706","Pascoe Vale","109 Derby St",4,"h",970000,"S","Nelson","16/04/2016",9.9,3044,3,2,1,535,154,1920,"Moreland",-37.7282,144.9462
"7708","Pascoe Vale","75 Landells Rd",3,"h",985000,"S","D'Aprano","16/04/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7709","Pascoe Vale","3/31 Pardy St",2,"t",515000,"SP","Brad","16/04/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7710","Pascoe Vale","12 Karadoc Av",3,"h",640000,"SP","hockingstuart","16/07/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7711","Pascoe Vale","3 Fawkner Rd",3,"h",940000,"S","Nelson","17/09/2016",9.9,3044,3,1,1,589,146.861538586252,1970,"Moreland",-37.7282,144.9312
"7712","Pascoe Vale","8 Karadoc Av",3,"h",770000,"S","hockingstuart","17/09/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7713","Pascoe Vale","101 Northumberland Rd",3,"t",6e+05,"S","Eview","17/09/2016",9.9,3044,3,3,1,205,107,1940,"Moreland",-37.7212,144.9326
"7714","Pascoe Vale","2/42 Railway Pde",2,"t",510000,"S","D'Aprano","17/09/2016",9.9,3044,2,1,1,110,91,2013,"Moreland",-37.7282,144.928
"7715","Pascoe Vale","26 Shanley St",3,"h",1076960.67115367,"SN","Barry","17/09/2016",9.9,3044,3,2,2,504,98,1950,"Moreland",-37.7194,144.9418
"7716","Pascoe Vale","282 Cumberland Rd",3,"h",750000,"SP","hockingstuart","18/03/2017",9.9,3044,3,2,2,540,146,1999,"Moreland",-37.7174,144.941
"7717","Pascoe Vale","48 Derby St",4,"h",822000,"SP","hockingstuart","18/03/2017",9.9,3044,4,2,2,250,194,1983,"Moreland",-37.7319,144.9461
"7718","Pascoe Vale","70 Derby St",3,"h",983000,"S","Brad","18/03/2017",9.9,3044,3,1,2,650,146.861538586252,1970,"Moreland",-37.7304,144.9463
"7719","Pascoe Vale","66 Essex St",3,"h",1076960.67115367,"SN","Nelson","18/03/2017",9.9,3044,3,1,2,681,146.861538586252,1970,"Moreland",-37.7266,144.942
"7720","Pascoe Vale","1/31 Park St",3,"u",1076960.67115367,"S","Brad","18/03/2017",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.7267,144.9243
"7721","Pascoe Vale","249 Sussex St",3,"h",6e+05,"VB","Jellis","18/03/2017",9.9,3044,3,1,3,490,146.861538586252,1970,"Moreland",-37.7195,144.9513
"7722","Pascoe Vale","37 Dale Av",4,"h",9e+05,"S","hockingstuart","18/06/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7723","Pascoe Vale","38 Devon Rd",3,"h",1076960.67115367,"S","Nelson","18/06/2016",9.9,3044,3,2,1,316,163,2010,"Moreland",-37.722,144.9288
"7724","Pascoe Vale","68 Devon Rd",4,"t",640000,"VB","Nelson","18/06/2016",9.9,3044,3,2,2,353,146.861538586252,1970,"Moreland",-37.7214,144.9246
"7725","Pascoe Vale","2/1 McCracken Av",2,"u",470000,"SP","Nelson","18/06/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7726","Pascoe Vale","8/16 Pascoe St",3,"t",430000,"VB","Trimson","18/06/2016",9.9,3044,3,2,1,146,106,2006,"Moreland",-37.7152,144.9346
"7727","Pascoe Vale","1c Adelaide St",3,"t",540000,"VB","Brad","19/11/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7728","Pascoe Vale","7 Coane St",4,"h",1350000,"PI","Nelson","19/11/2016",9.9,3044,4,2,2,646,287,1995,"Moreland",-37.7256,144.9383
"7729","Pascoe Vale","7/6 Downs St",2,"u",540000,"S","Nelson","19/11/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7730","Pascoe Vale","3 Dromana Av",2,"h",818000,"S","Nelson","19/11/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7731","Pascoe Vale","12 Lyking St",3,"h",1076960.67115367,"SP","hockingstuart","19/11/2016",9.9,3044,3,1,1,581,146.861538586252,1970,"Moreland",-37.7298,144.9482
"7732","Pascoe Vale","6 Olive Gr",4,"h",780000,"VB","Brad","19/11/2016",9.9,3044,4,1,1,556,146.861538586252,1970,"Moreland",-37.7289,144.9412
"7734","Pascoe Vale","2 Virginia St",2,"h",474000,"S","D'Aprano","19/11/2016",9.9,3044,2,1,1,558,146.861538586252,1970,"Moreland",-37.7153,144.9434
"7735","Pascoe Vale","6 Collings Ct",2,"h",810000,"S","Brad","22/05/2016",9.9,3044,2,1,1,783,94,1950,"Moreland",-37.7196,144.9485
"7736","Pascoe Vale","173 Cumberland Rd",4,"h",723000,"S","Stockdale","22/05/2016",9.9,3044,4,1,2,485,146.861538586252,1960,"Moreland",-37.7239,144.9395
"7737","Pascoe Vale","30 Downs St",2,"t",550500,"S","Nelson","22/05/2016",9.9,3044,2,1,2,135,100,2012,"Moreland",-37.7242,144.9411
"7738","Pascoe Vale","1/10 Callander Rd",2,"t",610000,"S","Ray","22/08/2016",9.9,3044,2,1,1,169,109,1995,"Moreland",-37.7186,144.9306
"7739","Pascoe Vale","2/42 Danin St",2,"u",1076960.67115367,"SN","Barry","22/08/2016",9.9,3044,3,1,1,143,86,2000,"Moreland",-37.7233,144.9295
"7740","Pascoe Vale","11 Farringdon St",3,"h",1e+06,"SP","Brad","22/08/2016",9.9,3044,3,1,2,858,146.861538586252,1970,"Moreland",-37.7273,144.9254
"7741","Pascoe Vale","4/143 Sussex St",3,"u",533000,"SP","Brad","22/08/2016",9.9,3044,3,2,2,197,111,2007,"Moreland",-37.7266,144.9496
"7742","Pascoe Vale","4/34 Cornwall Rd",2,"u",1076960.67115367,"SP","Brad","23/04/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7743","Pascoe Vale","1 Dorset Rd",2,"h",630000,"S","YPA","23/04/2016",9.9,3044,2,1,1,602,146.861538586252,1970,"Moreland",-37.724,144.9501
"7744","Pascoe Vale","2 Karadoc Av",3,"h",805000,"S","hockingstuart","23/04/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7745","Pascoe Vale","3/191 Sussex St",2,"t",410000,"VB","Brad","23/04/2016",9.9,3044,2,1,1,105,88,2014,"Moreland",-37.7233,144.9507
"7746","Pascoe Vale","5 Virginia St",3,"h",6e+05,"PI","Re","23/04/2016",9.9,3044,3,1,4,557,111,1955,"Moreland",-37.7156,144.943
"7747","Pascoe Vale","3/34 Austin Cr",2,"t",1076960.67115367,"PI","Barry","24/09/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7748","Pascoe Vale","2a Kent Rd",3,"h",616000,"S","Nelson","24/09/2016",9.9,3044,3,1,1,190,108,1970,"Moreland",-37.7211,144.9508
"7749","Pascoe Vale","84 Landells Rd",3,"h",1076960.67115367,"SN","Barry","24/09/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7750","Pascoe Vale","7 Longview St",3,"h",792000,"S","Nelson","24/09/2016",9.9,3044,3,1,2,582,146.861538586252,1970,"Moreland",-37.724,144.9333
"7751","Pascoe Vale","1/19 Main St",4,"t",8e+05,"SP","Eview","24/09/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7752","Pascoe Vale","10 Ashkanasy Av",2,"h",750000,"S","Barry","25/02/2017",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7753","Pascoe Vale","12 Coane St",3,"h",960000,"S","hockingstuart","25/02/2017",9.9,3044,3,1,2,641,111,1950,"Moreland",-37.7253,144.938
"7754","Pascoe Vale","95 Essex St",4,"h",985000,"SP","Ray","25/02/2017",9.9,3044,4,2,2,511,182,2007,"Moreland",-37.7268,144.9401
"7755","Pascoe Vale","251 Gaffney St",4,"h",820000,"VB","hockingstuart","25/02/2017",9.9,3044,4,1,1,420,146.861538586252,1970,"Moreland",-37.7326,144.9475
"7756","Pascoe Vale","3/11 Oak St",2,"t",1076960.67115367,"SN","Barry","25/02/2017",9.9,3044,2,1,2,176,100,2002,"Moreland",-37.722,144.9243
"7758","Pascoe Vale","21 Quick St",3,"h",1076960.67115367,"SN","Barry","25/02/2017",9.9,3044,3,1,2,642,146.861538586252,1970,"Moreland",-37.72,144.9306
"7759","Pascoe Vale","272 Sussex St",3,"h",670000,"S","hockingstuart","25/02/2017",9.9,3044,3,1,1,596,145,1949,"Moreland",-37.721,144.9514
"7760","Pascoe Vale","3/36 Alpine Gr",3,"t",1076960.67115367,"VB","hockingstuart","26/07/2016",9.9,3044,3,2,1,129,140,2001,"Moreland",-37.7231,144.9374
"7761","Pascoe Vale","26 Northumberland Rd",2,"h",855000,"S","Brad","26/07/2016",9.9,3044,2,1,2,659,146.861538586252,1970,"Moreland",-37.7286,144.9317
"7762","Pascoe Vale","6/3 Plymouth Av",2,"u",567000,"S","Brad","26/07/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7763","Pascoe Vale","4/47 Surrey St",4,"t",665000,"SP","New","26/07/2016",9.9,3044,4,2,2,148,141,2001,"Moreland",-37.7231,144.9482
"7764","Pascoe Vale","3/16 Bristol Rd",2,"h",440000,"PI","Barry","27/06/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7765","Pascoe Vale","2 Longview St",3,"h",690000,"S","Brad","27/06/2016",9.9,3044,3,1,1,507,146.861538586252,1970,"Moreland",-37.7253,144.9324
"7766","Pascoe Vale","4/4 Plymouth Av",3,"t",560000,"VB","Nelson","27/06/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7767","Pascoe Vale","17 Prospect St",3,"h",880000,"S","Nelson","27/06/2016",9.9,3044,3,2,2,588,106,1960,"Moreland",-37.7283,144.9356
"7768","Pascoe Vale","4 Raeburn St",3,"h",7e+05,"S","Nelson","27/06/2016",9.9,3044,3,1,2,449,104,1950,"Moreland",-37.7286,144.9456
"7769","Pascoe Vale","2/36 Alpine Gr",3,"t",6e+05,"VB","hockingstuart","27/11/2016",9.9,3044,3,2,1,122,139,1998,"Moreland",-37.7231,144.9373
"7770","Pascoe Vale","63 Cornwall Rd",3,"h",721000,"S","Alexkarbon","27/11/2016",9.9,3044,3,1,2,542,146.861538586252,1970,"Moreland",-37.7189,144.9367
"7771","Pascoe Vale","58 Cumberland Rd",2,"h",720000,"SP","hockingstuart","27/11/2016",9.9,3044,2,1,1,428,146.861538586252,1970,"Moreland",-37.7333,144.9384
"7772","Pascoe Vale","10 Dromana Av",3,"h",730000,"PI","Brad","27/11/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7773","Pascoe Vale","73 Park St",4,"h",910000,"PI","Brad","27/11/2016",9.9,3044,4,2,0,934,146.861538586252,1970,"Moreland",-37.7232,144.923
"7774","Pascoe Vale","103 Sussex St",2,"h",1570000,"S","Barry","27/11/2016",9.9,3044,2,1,1,746,265,1950,"Moreland",-37.7304,144.9496
"7775","Pascoe Vale","2/153 Essex St",2,"h",525500,"S","Considine","28/05/2016",9.9,3044,2,1,1,111,84,2000,"Moreland",-37.7261,144.9336
"7776","Pascoe Vale","2/12 Lake Av",2,"t",555000,"S","Brad","28/05/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7777","Pascoe Vale","259 Sussex St",3,"h",612500,"S","Brad","28/05/2016",9.9,3044,3,1,1,522,132,1950,"Moreland",-37.7187,144.9514
"7780","Pascoe Vale","18 Kitchener Rd",2,"h",1085000,"S","Ray","28/08/2016",9.9,3044,3,1,2,847,146.861538586252,1960,"Moreland",-37.7182,144.9384
"7781","Pascoe Vale","5/13 Rhodes Pde",2,"t",1076960.67115367,"PI","Barry","28/08/2016",9.9,3044,2,1,1,103,130,2013,"Moreland",-37.7164,144.9314
"7782","Pascoe Vale","4a Surrey St",3,"h",650000,"VB","Nelson","28/08/2016",9.9,3044,3,2,1,266,146.861538586252,1970,"Moreland",-37.7271,144.9485
"7783","Pascoe Vale","12 Derby St",4,"h",650000,"SP","Nelson","30/07/2016",9.9,3044,4,1,2,410,141,1940,"Moreland",-37.7346,144.9456
"7784","Pascoe Vale","1/22 Kitchener Rd",3,"t",652500,"S","Ray","30/07/2016",9.9,3044,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7785","Pascoe Vale","4 Ormond St",3,"h",1076960.67115367,"SN","Barry","30/07/2016",9.9,3044,3,1,1,702,146.861538586252,1970,"Moreland",-37.7261,144.9421
"7786","Pascoe Vale","9 Ormond St",4,"h",937000,"S","Nelson","30/07/2016",9.9,3044,4,2,2,708,146.861538586252,1970,"Moreland",-37.7257,144.9418
"7787","Pascoe Vale","1/12 Pascoe St",2,"u",360000,"VB","Barry","30/07/2016",9.9,3044,2,1,1,119,146.861538586252,1970,"Moreland",-37.7161,144.9348
"7788","Pascoe Vale","4/1 Rhodes Pde",3,"h",5e+05,"VB","hockingstuart","30/07/2016",9.9,3044,3,1,2,191,92,2013,"Moreland",-37.7168,144.9329
"7789","Pascoe Vale","9 Somerset St",2,"h",775000,"S","Nelson","30/07/2016",9.9,3044,2,1,2,527,146.861538586252,1950,"Moreland",-37.7304,144.9261
"7790","Pascoe Vale","217 Sussex St",3,"h",599000,"SP","Ray","30/07/2016",9.9,3044,3,1,1,534,100,1950,"Moreland",-37.7215,144.951
"7793","Port Melbourne","307/1 Danks St",2,"u",650000,"S","Greg","3/09/2016",3.8,3207,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7794","Port Melbourne","287 Esplanade Pl",3,"h",1681000,"S","Marshall","3/09/2016",3.8,3207,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7795","Port Melbourne","5 Pier St",4,"h",1076960.67115367,"S","Marshall","3/09/2016",3.8,3207,4,2,2,349,349,2000,"Port Phillip",-37.8392,144.9274
"7796","Port Melbourne","241 The Boulevard",4,"h",1076960.67115367,"S","Greg","3/09/2016",3.8,3207,3,2,1,292,192,2000,"Port Phillip",-37.8391,144.9165
"7799","Port Melbourne","28/39 Esplanade Pl",3,"u",1380000,"S","Cayzer","3/12/2016",3.8,3207,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7802","Port Melbourne","130 Nott St",3,"h",985000,"S","Marshall","3/12/2016",3.8,3207,3,1,0,171,167,1890,"Port Phillip",-37.8385,144.9409
"7803","Port Melbourne","207 Nott St",2,"u",1076960.67115367,"PI","Purplebricks","3/12/2016",3.8,3207,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7807","Port Melbourne","366 Williamstown Rd",4,"h",2105000,"S","Cayzer","3/12/2016",3.8,3207,4,2,3,611,181,1940,"Port Phillip",-37.8349,144.9266
"7812","Port Melbourne","66 Dunstan Pde",4,"h",1915000,"S","Marshall","4/03/2017",3.8,3207,4,3,1,323,237,1935,"Port Phillip",-37.8371,144.921
"7813","Port Melbourne","2/48 Esplanade Pl",2,"u",850000,"SP","Buxton","4/03/2017",3.8,3207,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7814","Port Melbourne","190 Nott St",3,"h",1076960.67115367,"SN","Chisholm","4/03/2017",3.8,3207,3,2,1,151,146,1890,"Port Phillip",-37.836,144.9431
"7815","Port Melbourne","22 Park Sq",3,"h",1630000,"S","Marshall","4/03/2017",3.8,3207,3,2,2,135,135,1997,"Port Phillip",-37.8395,144.9343
"7819","Port Melbourne","175 Farrell St",2,"h",1234500,"S","hockingstuart","4/06/2016",3.8,3207,3,1,0,183,185,1970,"Port Phillip",-37.8329,144.9375
